"TrackId";"Name";"UnitsSold";"Milliseconds";"Lenght_Seconds";"Genre"
1862;The Memory Remains;1;279353;279;Metal
1866;Slither;1;313103;313;Metal
1868;Bad Seed;1;245394;245;Metal
1869;Where The Wild Things Are;1;414380;414;Metal
1870;Prince Charming;1;365061;365;Metal
1871;Low Man's Lyric;1;457639;457;Metal
1872;Attitude;1;315898;315;Metal
1875;Ride The Lightning;1;397740;397;Metal
1877;Fade To Black;1;414824;414;Metal
1880;Creeping Death;1;396878;396;Metal
1881;The Call Of Ktulu;1;534883;534;Metal
1882;Frantic;1;350458;350;Metal
1884;Some Kind Of Monster;1;505626;505;Metal
1886;Invisible Kid;1;510197;510;Metal
1887;My World;1;345626;345;Metal
1892;All Within My Hands;1;527986;527;Metal
1893;Blackened;1;403382;403;Metal
1894;...And Justice For All;1;585769;585;Metal
1895;Eye Of The Beholder;1;385828;385;Metal
1898;Harvester Of Sorrow;1;345547;345;Metal
1899;The Frayed Ends Of Sanity;1;464039;464;Metal
1900;To Live Is To Die;1;588564;588;Metal
1905;My Ship;1;268016;268;Jazz
1909;The Meaning Of The Blues;1;168594;168;Jazz
1910;Lament;1;134191;134;Jazz
1911;I Don't Wanna Be Kissed (By Anyone But You);1;191320;191;Jazz
1913;Blues For Pablo (Alternate Take);1;212558;212;Jazz
1916;Coração De Estudante;1;238550;238;Latin
1917;A Noite Do Meu Bem;1;220081;220;Latin
1918;Paisagem Na Janela;1;197694;197;Latin
1923;Brasil;1;155428;155;Latin
1927;Para Lennon E McCartney;1;321828;321;Latin
1928;Maria, Maria;1;72463;72;Latin
1931;Beijo Partido;1;229564;229;Latin
1932;Saudade Dos Aviões Da Panair (Conversando No Bar);1;268721;268;Latin
1934;Ponta de Areia;1;272796;272;Latin
1936;Idolatrada;1;286249;286;Latin
1941;Caso Você Queira Saber;1;205688;205;Latin
1945;Live To Win;1;217626;217;Metal
1946;Fast And Loose;1;203337;203;Metal
1949;Jailbait;1;213916;213;Metal
1950;Dance;1;158432;158;Metal
1954;Dirty Love;1;176457;176;Metal
1955;Please Don't Touch;1;169926;169;Metal
1958;O Que Vai Em Meu Coração;1;255373;255;World
1959;Aos Leões;1;234684;234;World
1963;É Fogo;1;194873;194;World
1964;Já Foi;1;245681;245;World
1967;A Moça e a Chuva;1;274625;274;World
1968;Demorou!;1;39131;39;World
1972;Kickstart My Heart;1;283559;283;Metal
1973;Wild Side;1;276767;276;Metal
1976;Same Ol' Situation;1;254511;254;Metal
1977;Home Sweet Home;1;236904;236;Metal
1981;Smokin' in The Boys Room;1;206837;206;Metal
1982;Primal Scream;1;286197;286;Metal
1985;Shout At The Devil;1;221962;221;Metal
1986;Intro;1;52218;52;Rock
1990;Smells Like Teen Spirit;1;287190;287;Rock
1991;Been A Son;1;127555;127;Rock
1994;Spank Thru;1;190354;190;Rock
1995;Scentless Apprentice;1;211200;211;Rock
1999;Polly;1;149995;149;Rock
2000;Breed;1;208378;208;Rock
2003;Smells Like Teen Spirit;1;301296;301;Rock
2004;In Bloom;1;254928;254;Rock
2008;Polly;1;177031;177;Rock
2009;Territorial Pissings;1;143281;143;Rock
2013;On A Plain;1;196440;196;Rock
2019;Poeira;1;267075;267;Rock
2021;Quem Mata A Mulher Mata O Melhor;1;262791;262;Rock
2022;Mundaréu;1;217521;217;Rock
2023;O Braço Da Minha Guitarra;1;258351;258;Rock
2025;Mãe Terra;1;306625;306;Rock
2026;Às Vezes;1;330292;330;Rock
2029;Elza;1;199105;199;Rock
2035;Todo Amor (Asas Da Liberdade);1;245133;245;Latin
2036;Denúncia;1;159555;159;Latin
2039;Jeito Faceiro;1;217286;217;Latin
2041;Reggae Odoyá;1;224470;224;Latin
2042;Protesto Do Olodum (Ao Vivo);1;206001;206;Latin
2043;Olodum - Smile (Instrumental);1;235833;235;Latin
2044;Vulcão Dub - Fui Eu;1;287059;287;Latin
2045;O Trem Da Juventude;1;225880;225;Latin
2046;Manguetown;1;162925;162;Latin
2047;Um Amor, Um Lugar;1;184555;184;Latin
2048;Bora-Bora;1;182987;182;Latin
2049;Vai Valer;1;206524;206;Latin
2050;I Feel Good (I Got You) - Sossego;1;244976;244;Latin
2051;Uns Dias;1;240796;240;Latin
2052;Sincero Breu;1;208013;208;Latin
2055;Brasília 5:31;1;178337;178;Latin
2058;Navegar Impreciso;1;262870;262;Latin
2061;Vamo Batê Lata;1;228754;228;Latin
2062;Life During Wartime;1;259186;259;Latin
2064;Caleidoscópio;1;256522;256;Latin
2065;Trac Trac;1;231653;231;Latin
2066;Tendo A Lua;1;219585;219;Latin
2069;La Bella Luna;1;192653;192;Latin
2070;Busca Vida;1;176431;176;Latin
2071;Uma Brasileira;1;217573;217;Latin
2072;Luis Inacio (300 Picaretas);1;198191;198;Latin
2074;Ela Disse Adeus;1;226298;226;Latin
2075;O Amor Nao Sabe Esperar;1;241084;241;Latin
2077;Caleidoscópio;1;211330;211;Latin
2078;Óculos;1;219271;219;Latin
2079;Cinema Mudo;1;227918;227;Latin
2081;Lanterna Dos Afogados;1;190197;190;Latin
2084;O Beco;1;189178;189;Latin
2086;Perplexo;1;161175;161;Latin
2087;Me Liga;1;229590;229;Latin
2088;Quase Um Segundo;1;275644;275;Latin
2089;Selvagem;1;245890;245;Latin
2091;Será Que Vai Chover?;1;337057;337;Latin
2092;SKA;1;148871;148;Latin
2093;Bark at the Moon;1;257252;257;Rock
2094;I Don't Know;1;312980;312;Rock
2098;No More Tears;1;444358;444;Rock
2100;Crazy Train;1;322716;322;Metal
2101;Believer;1;308897;308;Metal
2102;Mr. Crowley;1;344241;344;Metal
2103;Flying High Again;1;261224;261;Metal
2104;Relvelation (Mother Earth);1;349440;349;Metal
2107;Iron Man;1;172120;172;Metal
2109;Paranoid;1;176352;176;Metal
2112;Dee;1;261302;261;Metal
2113;Shining In The Light;1;240796;240;Rock
2114;When The World Was Young;1;373394;373;Rock
2116;Blue Train;1;405028;405;Rock
2118;Most High;1;336535;336;Rock
2119;Heart In Your Hand;1;230896;230;Rock
2124;Sons Of Freedom;1;246465;246;Rock
2125;United Colours;1;330266;330;Soundtrack
2126;Slug;1;281469;281;Soundtrack
2127;Your Blue Room;1;328228;328;Soundtrack
2130;Beach Sequence;1;212297;212;Soundtrack
2131;Miss Sarajevo;1;340767;340;Soundtrack
2132;Ito Okashi;1;205087;205;Soundtrack
2137;Theme From The Swan;1;203911;203;Soundtrack
2141;Prowler;1;240274;240;Rock
2142;Murders In The Rue Morgue;1;258638;258;Rock
2143;Women In Uniform;1;189936;189;Rock
2145;Sanctuary;1;198844;198;Rock
2148;Iron Maiden;1;235232;235;Rock
2149;Corduroy;1;305293;305;Rock
2150;Given To Fly;1;233613;233;Rock
2155;MFC;1;148192;148;Rock
2159;Off He Goes;1;343222;343;Rock
2160;Nothingman;1;278595;278;Rock
2163;Black;1;415712;415;Rock
2164;F*Ckin' Up;1;377652;377;Rock
2166;World Wide Suicide;1;209188;209;Alternative & Punk
2168;Severed Hand;1;270341;270;Alternative & Punk
2173;Gone;1;249547;249;Alternative & Punk
2177;Inside Job;1;428643;428;Alternative & Punk
2178;Can't Keep;1;219428;219;Rock
2181;Cropduster;1;231888;231;Rock
2182;Ghost;1;195108;195;Rock
2186;Get Right;1;158589;158;Rock
2187;Green Disease;1;161253;161;Rock
2190;"1/2 Full";1;251010;251;Rock
2191;Arc;1;65593;65;Rock
2195;Alive;1;341080;341;Rock
2196;Why Go;1;200254;200;Rock
2199;Oceans;1;162194;162;Rock
2200;Porch;1;210520;210;Rock
2204;Go;1;193123;193;Rock
2205;Animal;1;169325;169;Rock
2208;Dissident;1;215510;215;Rock
2209;W.M.A.;1;359262;359;Rock
2213;Elderly Woman Behind The Counter In A Small Town;1;196336;196;Rock
2214;Leash;1;189257;189;Rock
2217;Don't Look Back;1;221100;221;Reggae
2218;Jah Seh No;1;276871;276;Reggae
2222;Bush Doctor;1;239751;239;Reggae
2223;Wanted Dread And Alive;1;260310;260;Reggae
2226;Pick Myself Up;1;234684;234;Reggae
2227;Crystal Ball;1;309733;309;Reggae
2231;Time;1;425195;425;Rock
2232;The Great Gig In The Sky;1;284055;284;Rock
2235;Any Colour You Like;1;205740;205;Rock
2236;Brain Damage;1;230556;230;Rock
2240;Hip Hop Rio;1;151536;151;Hip Hop/Rap
2241;Bossa;1;29048;29;Hip Hop/Rap
2245;O Bicho Tá Pregando;1;171964;171;Hip Hop/Rap
2251;Hemp Family;1;205923;205;Hip Hop/Rap
2253;Se Liga;1;410409;410;Hip Hop/Rap
2254;Bohemian Rhapsody;1;358948;358;Rock
2255;Another One Bites The Dust;1;216946;216;Rock
2257;Fat Bottomed Girls;1;204695;204;Rock
2258;Bicycle Race;1;183823;183;Rock
2261;Save Me;1;228832;228;Rock
2267;Flash;1;168489;168;Rock
2268;Seven Seas Of Rhye;1;170553;170;Rock
2271;We Will Rock You;1;122671;122;Rock
2273;Sheer Heart Attack;1;207386;207;Rock
2274;All Dead, All Dead;1;190119;190;Rock
2275;Spread Your Wings;1;275356;275;Rock
2276;Fight From The Inside;1;184737;184;Rock
2277;Get Down, Make Love;1;231235;231;Rock
2278;Sleep On The Sidewalk;1;187428;187;Rock
2279;Who Needs You;1;186958;186;Rock
2280;It's Late;1;386194;386;Rock
2281;My Melancholy Blues;1;206471;206;Rock
2282;Shiny Happy People;1;226298;226;Alternative & Punk
2283;Me In Honey;1;246674;246;Alternative & Punk
2284;Radio Song;1;255477;255;Alternative & Punk
2287;You Are The Everything;1;226298;226;Alternative & Punk
2290;The Wrong Child;1;216633;216;Alternative & Punk
2293;Hairshirt;1;235911;235;Alternative & Punk
2294;I Remember California;1;304013;304;Alternative & Punk
2296;How The West Was Won And Where It Got Us;1;271151;271;Rock
2297;The Wake-Up Bomb;1;308532;308;Rock
2298;New Test Leper;1;326791;326;Rock
2301;Leave;1;437968;437;Rock
2302;Departure;1;209423;209;Rock
2303;Bittersweet Me;1;245812;245;Rock
2304;Be Mine;1;333087;333;Rock
2306;Zither;1;154148;154;Rock
2307;So Fast, So Numb;1;252682;252;Rock
2309;Electrolite;1;245315;245;Rock
2310;Losing My Religion;1;269035;269;Alternative & Punk
2311;Low;1;296777;296;Alternative & Punk
2313;Endgame;1;230687;230;Alternative & Punk
2316;Texarkana;1;220081;220;Alternative & Punk
2318;Carnival Of Sorts;1;233482;233;Alternative & Punk
2319;Radio Free Aurope;1;245315;245;Alternative & Punk
2320;Perfect Circle;1;208509;208;Alternative & Punk
2321;Talk About The Passion;1;203206;203;Alternative & Punk
2323;Don't Go Back To Rockville;1;272352;272;Alternative & Punk
2324;Pretty Persuasion;1;229929;229;Alternative & Punk
2325;Green Grow The Rushes;1;225671;225;Alternative & Punk
2326;Can't Get There From Here;1;220630;220;Alternative & Punk
2330;Cuyahoga;1;260623;260;Alternative & Punk
2332;The Finest Worksong;1;229276;229;Alternative & Punk
2333;It's The End Of The World As We Know It (And I Feel Fine);1;244819;244;Alternative & Punk
2334;Infeliz Natal;1;138266;138;Alternative & Punk
2335;A Sua;1;142132;142;Alternative & Punk
2336;Papeau Nuky Doe;1;121652;121;Alternative & Punk
2339;Puteiro Em João Pessoa;1;195578;195;Alternative & Punk
2341;Bê-a-Bá;1;249051;249;Alternative & Punk
2344;Maluco Beleza;1;203206;203;Rock
2345;O Dia Em Que A Terra Parou;1;261720;261;Rock
2346;No Fundo Do Quintal Da Escola;1;177606;177;Rock
2348;As Profecias;1;232515;232;Rock
2350;Sapato 36;1;196702;196;Rock
2351;Todo Mundo Explica;1;134896;134;Rock
2356;Século XXI;1;244897;244;Rock
2357;Rock Das Aranhas (Ao Vivo) (Live);1;231836;231;Rock
2358;The Power Of Equality;1;243591;243;Alternative & Punk
2359;If You Have To Ask;1;216790;216;Alternative & Punk
2362;Suck My Kiss;1;217234;217;Alternative & Punk
2363;I Could Have Lied;1;244506;244;Alternative & Punk
2364;Mellowship Slinky In B Major;1;240091;240;Alternative & Punk
2369;Naked In The Rain;1;265717;265;Alternative & Punk
2373;Sir Psycho Sexy;1;496692;496;Alternative & Punk
2374;They're Red Hot;1;71941;71;Alternative & Punk
2375;By The Way;1;218017;218;Rock
2377;This Is The Place;1;257906;257;Rock
2380;The Zephyr Song;1;232960;232;Rock
2381;Can't Stop;1;269400;269;Rock
2382;I Could Die For You;1;193906;193;Rock
2387;On Mercury;1;208509;208;Rock
2391;Around The World;1;238837;238;Rock
2392;Parallel Universe;1;270654;270;Rock
2395;Get On Top;1;198164;198;Rock
2396;Californication;1;321671;321;Rock
2398;Porcelain;1;163787;163;Rock
2400;I Like Dirt;1;157727;157;Rock
2405;Road Trippin';1;205635;205;Rock
2409;Freewill;1;324362;324;Rock
2410;Xanadu;1;667428;667;Rock
2413;Anthem;1;264515;264;Rock
2414;Closer To The Heart;1;175412;175;Rock
2418;Fly By Night;1;202318;202;Rock
2419;Finding My Way;1;305528;305;Rock
2422;La Puesta Del Sol;1;628062;628;Rock
2423;Persuasion;1;318432;318;Rock
2427;Santana Jam;1;882834;882;Rock
2428;Evil Ways;1;475402;475;Rock
2431;Just Ain't Good Enough;1;850259;850;Rock
2432;Funky Piano;1;934791;934;Rock
2436;The Right Thing;1;262687;262;Rock
2437;It's Only Love;1;232594;232;Rock
2440;If You Don't Know Me By Now;1;206524;206;Rock
2441;Stars;1;248137;248;Rock
2445;For Your Babies;1;256992;256;Rock
2446;So Beautiful;1;298083;298;Rock
2449;Água E Fogo;1;278987;278;Rock
2450;Três Lados;1;233665;233;Rock
2454;Muçulmano;1;249600;249;Rock
2455;Maquinarama;1;245629;245;Rock
2458;Fica;1;272169;272;Rock
2459;Ali;1;306390;306;Rock
2463;Zé Trindade;1;247954;247;Rock
2464;Garota Nacional;1;317492;317;Rock
2467;Os Exilados;1;245551;245;Rock
2468;Um Dia Qualquer;1;292414;292;Rock
2472;Lucky 13;1;189387;189;Alternative & Punk
2473;Aeroplane Flies High;1;473391;473;Alternative & Punk
2477;My Mistake;1;240901;240;Alternative & Punk
2483;Rock On;1;366471;366;Alternative & Punk
2485;Winterlong;1;299389;299;Alternative & Punk
2486;Soot & Stars;1;399986;399;Alternative & Punk
2487;Blissed & Gone;1;286302;286;Alternative & Punk
2489;Rhinocerous;1;353462;353;Alternative & Punk
2490;Drown;1;270497;270;Alternative & Punk
2493;Disarm;1;198556;198;Alternative & Punk
2499;Eye;1;294530;294;Alternative & Punk
2500;Ava Adore;1;261433;261;Alternative & Punk
2503;Stand Inside Your Love;1;253753;253;Alternative & Punk
2505;[Untitled];1;231784;231;Alternative & Punk
2506;Nothing To Say;1;238027;238;Rock
2507;Flower;1;208822;208;Rock
2508;Loud Love;1;297456;297;Rock
2509;Hands All Over;1;362475;362;Rock
2510;Get On The Snake;1;225123;225;Rock
2511;Jesus Christ Pose;1;352966;352;Rock
2512;Outshined;1;312476;312;Rock
2513;Rusty Cage;1;267728;267;Rock
2514;Spoonman;1;248476;248;Rock
2515;The Day I Tried To Live;1;321175;321;Rock
2516;Black Hole Sun;1;320365;320;Rock
2519;Burden In My Hand;1;292153;292;Rock
2522;Bleed Together;1;232202;232;Rock
2525;Rasul;1;238315;238;Jazz
2526;Song For Lorraine;1;240091;240;Jazz
2528;Heliopolis;1;338729;338;Jazz
2529;It Doesn't Matter;1;270027;270;Jazz
2530;Little Linda;1;264019;264;Jazz
2533;Crossfire;1;251219;251;Blues
2534;Tightrope;1;281155;281;Blues
2535;Let Me Love You Baby;1;164127;164;Blues
2536;Leave My Girl Alone;1;256365;256;Blues
2538;Wall Of Denial;1;336927;336;Blues
2539;Scratch-N-Sniff;1;163422;163;Blues
2541;Riviera Paradise;1;528692;528;Blues
2542;Dead And Bloated;1;310386;310;Rock
2543;Sex Type Thing;1;218723;218;Rock
2545;No Memory;1;80613;80;Rock
2548;Creep;1;333191;333;Rock
2550;Plush;1;314017;314;Rock
2551;Wet My Bed;1;96914;96;Rock
2552;Crackerman;1;194403;194;Rock
2553;Where The River Goes;1;505991;505;Rock
2555;B.Y.O.B.;1;255555;255;Metal
2556;Revenga;1;228127;228;Metal
2557;Cigaro;1;131787;131;Metal
2558;Radio/Video;1;249312;249;Metal
2562;Sad Statue;1;205897;205;Metal
2564;Lost in Hollywood;1;320783;320;Metal
2565;The Sun Road;1;880640;880;Rock
2566;Dark Corners;1;513541;513;Rock
2567;Duende;1;447582;447;Rock
2568;Black Light Syndrome;1;526471;526;Rock
2571;Chaos-Control;1;529841;529;Rock
2573;Sting Me;1;268094;268;Blues
2576;Sometimes Salvation;1;389146;389;Blues
2577;Cursed Diamonds;1;368300;368;Blues
2578;Miracle To Me;1;372636;372;Blues
2580;Girl From A Pawnshop;1;404688;404;Blues
2582;Black Moon Creeping;1;359314;359;Blues
2583;High Head Blues;1;371879;371;Blues
2588;Soul Singing;1;233639;233;Blues
2589;Hard To Handle;1;206994;206;Blues
2590;Remedy;1;337084;337;Blues
2591;White Riot;1;118726;118;Alternative & Punk
2594;Clash City Rockers;1;227500;227;Alternative & Punk
2595;(White Man) In Hammersmith Palais;1;240640;240;Alternative & Punk
2596;Tommy Gun;1;195526;195;Alternative & Punk
2601;Bankrobber;1;272431;272;Alternative & Punk
2605;This Is Radio Clash;1;249756;249;Alternative & Punk
2606;Know Your Rights;1;217678;217;Alternative & Punk
2607;Rock The Casbah;1;222145;222;Alternative & Punk
2609;War (The Process);1;252630;252;Rock
2612;Take The Power;1;235755;235;Rock
2613;Breathe;1;299781;299;Rock
2614;Nico;1;289488;289;Rock
2619;True Believers;1;308009;308;Rock
2623;Lil' Evil;1;165825;165;Rock
2624;Spirit Walker;1;230060;230;Rock
2627;Wild Hearted Son;1;266893;266;Rock
2628;Love Removal Machine;1;257619;257;Rock
2630;Edie (Ciao Baby);1;241632;241;Rock
2632;Love;1;326739;326;Rock
2637;Sweet Soul Sister;1;212009;212;Rock
2641;The Crystal Ship;1;154853;154;Rock
2642;Twentienth Century Fox;1;153913;153;Rock
2645;Back Door Man;1;214360;214;Rock
2646;I Looked At You;1;142080;142;Rock
2650;Roxanne;1;192992;192;Rock
2651;Can't Stand Losing You;1;181159;181;Rock
2654;Don't Stand so Close to Me;1;241031;241;Rock
2655;De Do Do Do, De Da Da Da;1;247196;247;Rock
2659;Every Breath You Take;1;254615;254;Rock
2660;King Of Pain;1;300512;300;Rock
2663;Message in a Bottle (new classic rock mix);1;290951;290;Rock
2664;Time Is On My Side;1;179983;179;Rock
2668;As Tears Go By;1;164284;164;Rock
2669;Get Off Of My Cloud;1;176013;176;Rock
2672;Paint It Black;1;226063;226;Rock
2673;Under My Thumb;1;221387;221;Rock
2677;You Got Me Rocking;1;205766;205;Rock
2678;Gimmie Shelters;1;382119;382;Rock
2681;Corinna;1;257488;257;Rock
2682;Saint Of Me;1;325694;325;Rock
2686;Respectable;1;215693;215;Rock
2687;Thief In The Night;1;337266;337;Rock
2690;Love Is Strong;1;230896;230;Rock
2691;You Got Me Rocking;1;215928;215;Rock
2695;Moon Is Up;1;222119;222;Rock
2696;Out Of Tears;1;327418;327;Rock
2699;Sweethearts Together;1;285492;285;Rock
2700;Suck On The Jugular;1;268225;268;Rock
2704;Mean Disposition;1;249155;249;Rock
2705;Walking Wounded;1;277968;277;Alternative & Punk
2709;Sister Awake;1;343875;343;Alternative & Punk
2715;The River (Remix);1;343170;343;Alternative & Punk
2717;Waiting On A Sign;1;261903;261;Alternative & Punk
2718;Life Line;1;277786;277;Alternative & Punk
2719;Paint It Black;1;214752;214;Alternative & Punk
2721;Army Ants;1;215405;215;Alternative & Punk
2722;Psychopomp;1;317231;317;Alternative & Punk
2725;Release;1;266292;266;Alternative & Punk
2731;I Can't Explain;1;125152;125;Rock
2732;Anyway, Anyhow, Anywhere;1;161253;161;Rock
2735;I'm A Boy;1;157126;157;Rock
2737;Happy Jack;1;132310;132;Rock
2738;Pictures Of Lily;1;164414;164;Rock
2739;I Can See For Miles;1;262791;262;Rock
2740;Magic Bus;1;197224;197;Rock
2741;Pinball Wizard;1;181890;181;Rock
2742;The Seeker;1;204643;204;Rock
2743;Baba O'Riley;1;309472;309;Rock
2744;Won't Get Fooled Again (Full Length Version);1;513750;513;Rock
2745;Let's See Action;1;243513;243;Rock
2746;"5.15";1;289619;289;Rock
2747;Join Together;1;262556;262;Rock
2748;Squeeze Box;1;161280;161;Rock
2751;Primavera;1;126615;126;Latin
2754;O Descobridor Dos Sete Mares;1;262974;262;Latin
2757;New Love;1;237897;237;Latin
2758;Não Vou Ficar;1;172068;172;Latin
2760;Salve Nossa Senhora;1;115461;115;Latin
2761;Você Fugiu;1;238367;238;Latin
2762;Cristina Nº 2;1;90148;90;Latin
2765;Réu Confesso;1;217391;217;Latin
2766;O Que Me Importa;1;153155;153;Latin
2767;Gostava Tanto De Você;1;253805;253;Latin
2768;Você;1;242599;242;Latin
2770;Eu Amo Você;1;242782;242;Latin
2771;A Festa Do Santo Reis;1;159791;159;Latin
2773;Padre Cícero;1;139598;139;Latin
2774;Nosso Adeus;1;206471;206;Latin
2775;Canário Do Reino;1;139337;139;Latin
2777;Balanço;1;209737;209;Latin
2780;Formigueiro;1;252943;252;Latin
2782;Go Back;1;230504;230;Alternative & Punk
2783;Prá Dizer Adeus;1;222484;222;Alternative & Punk
2784;Família;1;218331;218;Alternative & Punk
2785;Os Cegos Do Castelo;1;296829;296;Alternative & Punk
2787;Marvin;1;264359;264;Alternative & Punk
2788;Nem 5 Minutos Guardados;1;245995;245;Alternative & Punk
2789;Flores;1;215510;215;Alternative & Punk
2790;Palavras;1;158458;158;Alternative & Punk
2794;"32 Dentes";1;184946;184;Alternative & Punk
2796;Não Vou Lutar;1;189988;189;Alternative & Punk
2797;Homem Primata (Vinheta);1;34168;34;Alternative & Punk
2798;Homem Primata;1;195500;195;Alternative & Punk
2799;Polícia (Vinheta);1;56111;56;Alternative & Punk
2800;Querem Meu Sangue;1;212401;212;Alternative & Punk
2803;Sonifera Ilha;1;170684;170;Alternative & Punk
2805;Sua Impossivel Chance;1;246622;246;Alternative & Punk
2808;Domingo;1;208613;208;Alternative & Punk
2809;Amanhã Não Se Sabe;1;189440;189;Alternative & Punk
2810;Caras Como Eu;1;183092;183;Alternative & Punk
2812;Era Uma Vez;1;224261;224;Alternative & Punk
2814;Insensível;1;207830;207;Alternative & Punk
2815;Eu E Ela;1;276035;276;Alternative & Punk
2820;Occupation / Precipice;1;5286953;5286;TV Shows
2821;Exodus, Pt. 1;1;2621708;2621;TV Shows
2822;Exodus, Pt. 2;1;2618000;2618;TV Shows
2823;Collaborators;1;2626626;2626;TV Shows
2826;Hero;1;2713755;2713;Science Fiction
2827;Unfinished Business;1;2622038;2622;Science Fiction
2828;The Passage;1;2623875;2623;Science Fiction
2833;A Day In the Life;1;2620245;2620;Science Fiction
2837;Crossroads, Pt. 1;1;2622622;2622;Sci Fi & Fantasy
2838;Crossroads, Pt. 2;1;2869953;2869;Sci Fi & Fantasy
2839;Genesis;1;2611986;2611;TV Shows
2841;One Giant Leap;1;2607649;2607;Drama
2844;Better Halves;1;2573031;2573;Drama
2845;Nothing to Hide;1;2605647;2605;TV Shows
2846;Seven Minutes to Midnight;1;2613988;2613;Drama
2851;Distractions;1;2590382;2590;Drama
2855;Company Man;1;2601101;2601;Drama
2856;Parasite;1;2602727;2602;Drama
2859;Man of Science, Man of Faith (Premiere);1;2612250;2612;TV Shows
2860;Adrift;1;2564958;2564;TV Shows
2862;The Glass Ballerina;1;2637458;2637;Drama
2864;Orientation;1;2609083;2609;TV Shows
2869;...And Found;1;2563833;2563;TV Shows
2873;House of the Rising Sun;1;2590032;2590;TV Shows
2874;I Do;1;2627791;2627;TV Shows
2877;The Moth;1;2631327;2631;TV Shows
2878;The Other 48 Days;1;2610625;2610;TV Shows
2882;Lost Survival Guide;1;2632590;2632;Drama
2883;Solitary;1;2612894;2612;TV Shows
2886;Stranger In a Strange Land;1;2636428;2636;Drama
2887;The 23rd Psalm;1;2610416;2610;TV Shows
2891;Enter 77;1;2629796;2629;Drama
2892;Fire + Water;1;2600333;2600;Drama
2895;Par Avion;1;2629879;2629;Drama
2896;The Long Con;1;2679583;2679;TV Shows
2900;Exposé;1;2593760;2593;Drama
2901;Homecoming;1;2515882;2515;TV Shows
2904;Outlaws;1;2619887;2619;TV Shows
2905;The Whole Truth;1;2610125;2610;Drama
2909;Catch-22;1;2561394;2561;Drama
2910;Dave;1;2825166;2825;TV Shows
2913;Deus Ex Machina;1;2582009;2582;TV Shows
2914;S.O.S.;1;2639541;2639;TV Shows
2918;"""?""";1;2782333;2782;TV Shows
2919;Born to Run;1;2618619;2618;TV Shows
2922;Live Together, Die Alone, Pt. 1;1;2478041;2478;Drama
2923;Exodus (Part 2) [Season Finale];1;2605557;2605;TV Shows
2927;Even Better Than The Real Thing;1;221361;221;Rock
2928;One;1;276192;276;Rock
2931;So Cruel;1;349492;349;Rock
2932;The Fly;1;268982;268;Rock
2936;Acrobat;1;270288;270;Rock
2937;Love Is Blindness;1;263497;263;Rock
2941;Walk On;1;296280;296;Rock
2947;New York;1;330370;330;Rock
2949;The Three Sunrises;1;234788;234;Rock
2950;Spanish Eyes;1;196702;196;Rock
2951;Sweetest Thing;1;185103;185;Rock
2953;Bass Trap;1;213289;213;Rock
2954;Dancing Barefoot;1;287895;287;Rock
2957;Walk To The Water;1;289253;289;Rock
2963;Trash, Trampoline And The Party Girl;1;153965;153;Rock
2964;Vertigo;1;194612;194;Rock
2967;Love And Peace Or Else;1;290690;290;Rock
2969;All Because Of You;1;219141;219;Rock
2970;A Man And A Woman;1;270132;270;Rock
2971;Crumbs From Your Table;1;303568;303;Rock
2972;One Step Closer;1;231680;231;Rock
2973;Original Of The Species;1;281443;281;Rock
2974;Yahweh;1;262034;262;Rock
2975;Discotheque;1;319582;319;Rock
2976;Do You Feel Loved;1;307539;307;Rock
2977;Mofo;1;349178;349;Rock
2978;If God Will Send His Angels;1;322533;322;Rock
2979;Staring At The Sun;1;276924;276;Rock
2980;Last Night On Earth;1;285753;285;Rock
2983;The Playboy Mansion;1;280555;280;Rock
2986;Wake Up Dead Man;1;292832;292;Rock
2989;Desire;1;179226;179;Rock
2990;Hawkmoon 269;1;382458;382;Rock
2992;I Still Haven't Found What I'm Looking for;1;353567;353;Rock
2993;Freedom For My People;1;38164;38;Rock
2994;Silver And Gold;1;349831;349;Rock
2997;Love Rescue Me;1;384522;384;Rock
2998;When Love Comes To Town;1;255869;255;Rock
2999;Heartland;1;303360;303;Rock
3000;God Part II;1;195604;195;Rock
3002;Bullet The Blue Sky;1;337005;337;Rock
3003;All I Want Is You;1;390243;390;Rock
3005;New Year's Day;1;258925;258;Rock
3006;With Or Without You;1;299023;299;Rock
3007;I Still Haven't Found What I'm Looking For;1;280764;280;Rock
3009;Bad;1;351817;351;Rock
3012;The Unforgettable Fire;1;295183;295;Rock
3014;Desire;1;179853;179;Rock
3015;When Love Comes To Town;1;258194;258;Rock
3016;Angel Of Harlem;1;230217;230;Rock
3017;All I Want Is You;1;591986;591;Rock
3019;Seconds;1;191582;191;Rock
3020;New Year's Day;1;336274;336;Rock
3021;Like A Song...;1;287294;287;Rock
3022;Drowning Man;1;254458;254;Rock
3026;Surrender;1;333505;333;Rock
3028;Zooropa;1;392359;392;Rock
3029;Babyface;1;241998;241;Rock
3030;Numb;1;260284;260;Rock
3031;Lemon;1;418324;418;Rock
3032;Stay (Faraway, So Close!);1;298475;298;Rock
3035;The First Time;1;225697;225;Rock
3037;The Wanderer;1;283951;283;Rock
3040;I Would Do For You;1;334524;334;Reggae
3041;Homely Girl;1;203833;203;Reggae
3042;Here I Am (Come And Take Me);1;242102;242;Reggae
3044;Wear You To The Ball;1;213342;213;Reggae
3046;Higher Ground;1;260179;260;Reggae
